51.9,50.0,14.1,14.09,14.09,301.0,2888.0,14.13,2915.0,-0.1,39.5,38.7,14.12,4.85,8.0,301.0,8.0,11.0,11.0,11.0,7.6,54.3,54.4,54.4,301.0,301.0,8.0,7.2,54.1,9.3,-0.1,9.0,-0.1,11.5,10.8,369.2,369.2,369.2,20170617.0,20170617.0,20170617.0,20170617.0,20170617.0,369.1,369.1,0.0,369.0,149.8,149.8,149.8,13.29,46.0,13.1,13.1,46.0,14.58,46.0,13.1,0.0,46.0,0.0,5.56,1338.0,0.1,5.53,5.0,7.4,-0.1,8419.0,45.9,92.15,92.15,92.15,92.15,92.15,92.15,92.15,92.15,92.15,92.15,92.15,92.15,7.6,15.9,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,8.3,38.2,72041.0,65.0,4.7,4.7,4.7,4.7,4.7,4.7,7.5,0.0,72041.0,14.48,226.0,226.0,62583.0,75330.0,5.55,14.48,62583.0,5.55,7.2,62584.0,62584.0,62584.0
52.0,109.0,14.11,14.11,14.08,301.0,6851.0,14.12,6851.0,-0.1,37.9,37.1,14.11,4.74,7.9,301.0,7.9,6.0,6.0,6.0,7.3,54.8,54.8,54.8,301.0,301.0,7.6,6.8,54.2,8.4,0.0,8.1,-0.1,9.8,9.3,365.2,365.2,365.2,20170617.0,20170617.0,20170617.0,20170617.0,20170617.0,365.1,365.1,0.0,365.0,149.8,149.8,149.8,13.27,44.6,12.9,12.9,44.4,14.79,44.4,12.9,0.01,44.4,0.0,5.59,1289.0,0.0,5.56,6.0,7.0,-0.1,4227.0,46.0,92.15,92.15,92.15,92.15,92.15,92.15,92.15,92.15,92.15,92.15,92.15,92.15,7.6,16.0,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,8.4,38.4,72045.0,65.0,4.7,4.7,4.7,4.7,4.7,4.7,7.4,-0.1,72045.0,14.77,226.0,226.0,62587.0,72047.0,5.58,14.77,62587.0,5.58,7.0,62588.0,62588.0,62588.0
51.5,101.0,14.09,14.08,14.08,301.0,2766.0,14.12,2766.0,0.0,37.9,37.1,14.09,5.09,8.0,301.0,8.0,0.0,0.0,0.0,7.8,57.6,57.6,57.6,301.0,301.0,7.8,7.2,57.2,9.7,0.0,9.4,-0.1,11.8,11.5,367.1,367.2,367.1,20170617.0,20170617.0,20170617.0,20170617.0,20170617.0,367.1,367.1,0.0,367.0,149.8,149.8,149.8,13.77,47.0,12.9,12.9,46.9,14.58,46.9,12.9,0.01,46.9,0.0,5.59,1431.0,0.1,5.56,2.0,7.4,-0.1,8421.0,46.1,92.14,92.14,92.14,92.14,92.14,92.14,92.14,92.14,92.14,92.14,92.14,92.14,7.7,15.9,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,8.5,39.1,72047.0,65.0,4.7,4.7,4.7,4.7,4.7,4.7,7.6,0.0,72047.0,14.48,226.0,226.0,62589.0,72049.0,5.56,14.48,62589.0,5.56,7.4,62590.0,62590.0,62590.0
51.9,109.0,14.12,14.12,14.12,301.0,6853.0,14.16,6853.0,-0.1,37.9,37.1,14.11,4.79,7.9,301.0,7.8,6.0,6.0,6.0,7.4,54.7,54.8,54.8,301.0,301.0,7.7,7.0,54.2,8.5,0.0,8.2,-0.1,9.8,9.2,365.2,365.2,365.1,20170617.0,20170617.0,20170617.0,20170617.0,20170617.0,365.1,365.1,-0.1,365.0,149.8,149.8,149.8,13.42,44.6,12.9,12.9,44.4,14.79,44.4,12.9,0.01,44.4,0.0,5.58,1289.0,0.0,5.55,8.0,7.0,-0.1,4229.0,46.1,92.11,92.11,92.11,92.11,92.11,92.11,92.11,92.11,92.11,92.11,92.11,92.11,7.7,16.0,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,4.89,8.2,38.4,72051.0,65.0,4.7,4.7,4.7,4.7,4.7,4.7,7.5,-0.1,72051.0,14.76,226.0,226.0,62593.0,72053.0,5.57,14.73,62593.0,5.58,7.0,62594.0,62594.0,62594.0
53.1,101.0,14.09,14.08,14.08,301.0,2782.0,14.13,2782.0,0.0,37.9,37.1,14.09,4.82,8.9,301.0,8.9,0.0,0.0,0.0,8.4,57.6,57.6,57.6,301.0,301.0,8.6,8.1,57.1,9.9,0.0,9.5,-0.1,12.0,11.6,367.1,367.1,367.1,20170619.0,20170619.0,20170619.0,20170619.0,20170619.0,367.1,367.1,0.0,367.0,149.8,149.8,149.8,13.47,46.9,12.9,12.9,46.7,14.58,46.7,12.9,0.02,46.7,0.0,5.56,1607.0,0.1,5.54,12.0,7.6,-0.1,8677.0,71.8,90.69,90.69,90.69,90.69,90.69,90.69,90.69,90.69,90.69,90.69,90.69,90.69,8.1,15.9,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,8.8,39.2,75259.0,65.0,4.47,4.47,4.47,4.47,4.47,4.47,8.3,0.0,72121.0,14.48,226.0,226.0,62885.0,75330.0,5.56,14.48,62885.0,5.55,7.3,62886.0,62886.0,62886.0
51.1,109.0,14.12,14.08,14.12,301.0,6873.0,14.16,6873.0,-0.1,37.9,37.1,14.11,4.92,7.9,301.0,7.9,6.0,6.0,6.0,7.4,55.0,55.0,54.9,301.0,301.0,7.5,6.9,54.2,9.9,0.0,9.3,-0.1,11.7,11.2,365.2,365.2,365.1,20170619.0,20170619.0,20170619.0,20170619.0,20170619.0,365.1,365.1,0.0,365.0,149.8,149.8,149.8,13.58,44.6,12.9,12.9,44.4,14.62,44.4,12.9,0.03,44.4,-0.1,5.59,1744.0,0.0,5.56,3.0,8.0,-0.1,16174.0,50.1,90.76,90.76,90.76,90.76,90.76,90.76,90.76,90.76,90.76,90.76,90.76,90.76,8.6,15.9,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,4.84,8.4,38.4,72120.0,65.0,4.47,4.47,4.47,4.47,4.47,4.47,7.4,0.0,72120.0,14.59,227.0,227.0,62884.0,72122.0,5.59,14.62,62884.0,5.59,7.6,62885.0,62885.0,62885.0
52.7,101.0,14.09,14.08,14.08,301.0,3365.0,14.13,3365.0,0.0,37.9,37.1,14.09,4.84,8.5,301.0,8.5,0.0,0.0,0.0,8.3,57.5,57.5,57.5,301.0,301.0,8.5,7.8,57.0,9.0,0.0,8.7,-0.1,10.4,10.2,367.2,367.2,367.1,20170625.0,20170625.0,20170625.0,20170625.0,20170625.0,367.1,367.1,0.0,367.0,149.9,149.9,149.9,13.34,47.0,12.9,12.9,46.9,14.74,46.9,12.9,0.02,46.9,0.0,5.55,1651.0,0.1,5.53,5.0,7.6,-0.1,115.0,71.8,90.74,90.74,90.74,90.74,90.74,90.74,90.74,90.74,90.74,90.74,90.74,90.74,7.6,15.9,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,8.7,39.1,74320.0,65.0,4.45,4.45,4.45,4.45,4.45,4.45,8.4,-0.1,74320.0,14.73,226.0,226.0,64453.0,74322.0,5.55,14.74,64453.0,5.55,7.4,64454.0,64454.0,64454.0
52.7,101.0,14.09,14.08,14.08,301.0,3365.0,14.13,3365.0,0.0,37.9,37.1,14.09,4.84,8.5,301.0,8.5,0.0,0.0,0.0,8.3,57.5,57.5,57.5,301.0,301.0,8.5,7.8,57.0,9.0,0.0,8.7,-0.1,10.4,10.2,367.2,367.2,367.1,20170625.0,20170625.0,20170625.0,20170625.0,20170625.0,367.1,367.1,0.0,367.0,149.9,149.9,149.9,13.34,47.0,12.9,12.9,46.9,14.74,46.9,12.9,0.0,46.9,0.0,5.55,1651.0,0.1,5.53,5.0,7.6,-0.1,115.0,46.8,90.74,90.74,90.74,90.74,90.74,90.74,90.74,90.74,90.74,90.74,90.74,90.74,7.6,15.9,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,4.86,8.7,39.1,74320.0,65.0,4.45,4.45,4.45,4.45,4.45,4.45,8.4,-0.1,74320.0,14.73,226.0,226.0,64453.0,74322.0,5.55,14.74,64453.0,5.55,7.4,64454.0,64454.0,64454.0
51.6,53.0,14.12,14.09,14.09,301.0,3602.0,14.14,3629.0,-0.1,39.5,38.7,14.12,4.99,8.7,301.0,8.7,11.0,11.0,11.0,8.1,54.3,54.4,54.4,301.0,301.0,8.5,7.5,54.3,9.3,-0.1,8.9,-0.1,11.3,10.7,369.1,369.1,369.1,20170625.0,20170625.0,20170625.0,20170625.0,20170625.0,369.1,369.1,0.0,369.0,149.8,149.8,149.8,13.69,46.2,13.1,13.1,46.2,14.62,46.2,13.1,0.02,46.2,-0.1,5.53,1446.0,0.1,5.51,1.0,7.8,-0.1,16582.0,44.7,90.48,90.48,90.48,90.48,90.48,90.48,90.48,90.48,90.48,90.48,90.48,90.48,8.7,15.9,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,8.7,38.1,74321.0,65.0,4.45,4.45,4.45,4.45,4.45,4.45,8.1,0.0,74321.0,14.6,227.0,227.0,64454.0,74323.0,5.53,14.62,64454.0,5.52,7.5,64455.0,64455.0,64455.0
51.6,53.0,14.12,14.09,14.09,301.0,3602.0,14.14,3629.0,-0.1,39.5,38.7,14.12,4.99,8.7,301.0,8.7,11.0,11.0,11.0,8.1,54.3,54.4,54.4,301.0,301.0,8.5,7.5,54.3,9.3,-0.1,8.9,-0.1,11.3,10.7,369.1,369.1,369.1,20170625.0,20170625.0,20170625.0,20170625.0,20170625.0,369.1,369.1,0.0,369.0,149.8,149.8,149.8,13.69,46.2,13.1,13.1,46.2,14.62,46.2,13.1,0.0,46.2,-0.1,5.53,1446.0,0.1,5.51,1.0,7.8,-0.1,16582.0,46.8,90.48,90.48,90.48,90.48,90.48,90.48,90.48,90.48,90.48,90.48,90.48,90.48,8.7,15.9,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,4.87,8.7,38.1,74321.0,65.0,4.45,4.45,4.45,4.45,4.45,4.45,8.1,0.0,74321.0,14.6,227.0,227.0,64454.0,74323.0,5.53,14.62,64454.0,5.52,7.5,64455.0,64455.0,64455.0
