ID716,2.71894191367015
ID717,2.7422260965591905
ID719,2.8405796767543103
ID720,2.9295043538358474
ID721,2.7666806572544225
ID722,2.7595407584288356
ID723,2.7727673739972403
ID724,2.7889733575931985
ID725,2.7989916031789877
ID727,2.76462111585686
ID728,2.760023180682935
ID729,2.916841746366093
ID730,2.8173943293133044
ID731,2.7944272570277366
ID732,2.9127094820071022
ID733,2.7036582411319325
ID734,2.741454649706434
ID735,2.842522079005805
ID736,2.686234167191407
ID737,2.66801018040298
ID738,2.7858096344731638
ID739,2.6411332627479522
ID740,2.7229213012855573
ID741,2.8284676136088236
ID742,2.648834590007028
ID743,2.9579995459401123
ID744,2.659190303189858
ID745,2.737368722868251
ID746,2.9073269896847878
ID747,2.7715549174866565
ID749,2.7629112827081537
ID751,2.7033888561102044
ID752,2.8321117262663313
ID753,2.833054547085417
ID757,2.84073992050226
ID759,2.872022375062693
ID760,2.7893594718045804
ID761,2.7111536153157507
ID762,2.7851020699500975
ID763,2.7731563923792626
ID764,2.7314227646432947
ID765,2.774635721082613
ID766,2.743792983281436
ID768,2.8025612634956953
ID769,2.864328879252697
ID770,2.8260949677335994
ID771,2.8250985477797577
ID772,2.780100107665019
ID773,2.7849925177283623
ID774,2.736034339714349
ID776,2.797501463045582
ID777,2.782914596435632
ID778,2.832934545641605
ID779,2.8020699257180506
ID781,2.7612104990444823
ID783,2.7874767229862885
ID785,2.898092089447102
ID786,2.8685956037897458
ID787,2.8390328904260085
ID788,2.9061554188813035
ID790,2.8380855268211636
ID792,2.5906112308203118
ID793,2.7002906637008683
ID797,2.794714709465616
ID798,2.809719390267068
ID801,2.7934489740496735
ID802,2.6882050591261777
ID803,2.883545127172826
ID804,2.906626414953907
ID806,2.7687531453460292
ID807,2.8899000718381327
ID811,2.766547414512993
ID812,2.77075933195037
ID813,2.8142882456508422
ID816,2.786329884954749
ID817,2.8882739075250914
ID818,2.7757775799093753
ID819,2.6998051412410775
ID820,2.731169776179139
ID821,2.8713574127105295
ID822,2.8334558822651794
ID823,2.8478065980137313
ID824,2.826574119522344
ID825,2.9226356167726126
ID826,2.8372686697118703
ID833,2.845071243535479
ID834,2.907398865799035
ID835,2.8446301791107507
ID838,2.845923041958803
ID839,2.8923824489019743
ID841,2.8084883116436075
ID844,2.842753607394831
ID848,2.7918500222237284
ID849,2.7955137535796717
ID850,2.7547907675825494
ID851,2.795927194873942
ID852,2.8165448198662424
ID853,2.7479097777164103
ID854,3.035984461956398
ID855,2.785307107438778
