NH0464,2.861059124246527
NH0465,3.164345959487873
NH0466,2.6608836764001826
NH0467,2.9027137672108605
NH0468,2.5865753660959276
NH0469,2.6509347139610844
NH0470,2.7085031931465235
NH0471,2.818745580653052
NH0472,3.085124022020725
NH0473,2.727080280042886
NH0474,2.8580157007137434
NH0475,3.1588749802445535
NH0476,2.8658117759544837
NH0477,2.880810278111577
NH0478,3.0308949824987788
NH0479,3.240461214942557
NH0480,2.954795578598059
NH0481,2.9302458849661126
NH0482,2.8358424794849104
NH0483,3.3040154272411675
NH0484,2.8167768895736143
NH0485,2.993467080572468
NH0486,2.737260917185296
NH0487,2.737236903079218
NH0488,2.647637492379856
NH0498,2.9337635389053136
NH0499,2.8198168621646693
NH0500,2.911253090132248
NH0501,2.7628480672901166
NH0502,2.710344850753839
NH0503,2.7717626006065337
NH0504,2.6039784499675913
NH0505,2.614914891864657
NH0506,2.9274000547807737
NH0507,2.581135689517419
NH0508,2.6847104411968146
NH0509,2.7254629181093786
NH0510,2.774933773457882
NH0511,3.1659546782448706
NH0512,2.952749341647649
NH0513,2.720613571590632
NH0514,2.67260391857086
NH0515,2.7858393667854737
NH0516,2.867674996506398
NH0517,2.777628252282476
NH0518,3.0002318603581775
NH0519,2.5598163596924843
NH0520,2.6270202795214628
NH0521,2.7941388137153242
NH0522,3.1147863497809345
NH0523,2.818669739774223
NH0524,2.7565482801649854
NH0527,2.811804025575601
NH0528,3.1872575972750554
NH0529,3.198323897252686
NH0530,2.765341085295811
NH0531,2.723432494510873
NH0532,2.7533379554138473
NH0533,3.0262389116616952
NH0534,2.5763850248077294
NH0535,2.5102300282788814
NH0536,2.950772135584454
NH0537,3.000836693991002
NH0538,2.7348600594112424
NH0539,2.5997080321255384
NH0540,2.6518707567654465
NH0542,2.7986444290448858
NH0543,2.7398551915214213
NH0544,2.7886298143909904
NH0545,2.7042063589098597
NH0546,2.9222319793604283
NH0547,2.45514295514244
NH0548,2.620069708544975
NH0549,2.683766513179378
NH0550,2.880271759918923
NH0551,2.794314247444758
NH0552,2.8312736196461783
NH0553,3.0294562331514294
NH0554,2.814078964423111
NH0555,3.115622874530573
NH0556,2.7871946476144593
NH0557,2.724775657870096
NH0558,2.7325365739304734
NH0559,2.7729439462821786
NH0560,3.1081821232074023
NH0561,2.729952807992976
NH0562,3.139525945598881
NH0563,2.7170393759393057
NH0564,2.6982482718393292
NH0565,2.828217775100932
NH0566,3.2459556097362645
NH0567,2.7849315571704554
NH0568,2.7449148153079466
NH0569,3.044492068402204
NH0570,2.7559338055500273
NH0571,3.132825502625818
NH0572,2.7833165405209295
NH0573,2.883271358235791
NH0574,2.7485403790986487
NH0575,3.0257757283825923
NH0576,2.762197182360894
NH0577,2.8252965066596096
NH0578,3.1373623150981977
NH0579,2.7526185375443197
NH0580,3.0621759603041565
NH0581,2.795425849110163
NH0582,2.8035094288009486
NH0583,2.8007962700300655
NH0584,2.8661398584225926
NH0585,2.861945580248845
NH0586,2.920584414545721
NH0587,3.077619890012016
NH0588,2.676555330085432
NH0589,3.189043086832983
NH0590,2.6315015343025436
NH0591,2.8429465175326443
NH0592,2.687773642700694
NH0593,2.767435444715557
NH0594,2.8593967722904297
NH0595,2.8498846941567337
NH0596,3.1658324821558317
NH0597,2.615388267095759
NH0598,2.818945268499928
