0.358847,0.153923,25.651449,0.154207,0.153589,0.041575,0.079478,0.041541,431.186234,5.34,5.34,5.34,0.72,15.777,5.347,5.347,5.347,100.7,0.002,0.002,0.002,0.002,5.35,5.35,5.35,100.6,0.034614,14.343,100.8,100.6,100.7,0.0021,0.0021,0.0021,0.0021,0.748,0.106,0.465365,100.8,100.8,-0.017325,0.105,100.7,4.058,4.058,4.058,4.058,4.058,4.058,4.058,4.058,4.058,0.229274,4.62,0.262,100.9,0.703,0.262,0.277371,103.66,103.66,0.14,0.14,0.147,0.147,0.15,0.15,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,103.22,103.22,8.0,8.0,8.0,-293.501254,100.7,102.813,102.813,100.9,4.077,4.077,4.077,4.077,4.077,4.077,4.077,4.077,4.077,20.82,100.8,9.3,0.9,4.035,4.035,4.035,4.035,4.035,4.035,4.035,4.035,4.035,103.37,103.37,97.0,102.393,102.393,100.59,100.59,67.45,102.803,102.803,4.093,4.093,4.093,4.093,4.093,4.093,4.093,4.093,4.093,98.43,98.43,0.052094,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,49.0,95.5,0.343,0.322,8.0,8.0,8.0,8.0,8.0,8.0
0.354575,0.153923,25.096029,0.154207,0.153589,0.041575,0.079478,0.045003,-236.152129,5.34,5.34,5.34,0.709,15.721,5.347,5.347,5.347,101.0,0.0021,0.0021,0.0021,0.0021,5.35,5.35,5.35,100.9,0.038076,14.962,101.1,100.9,101.0,0.0022,0.0022,0.0022,0.0022,0.693,0.075,0.469634,101.0,101.1,-0.02079,0.075,101.0,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,0.152849,3.412,0.168,101.1,0.708,0.168,0.273104,103.48,103.48,0.15,0.15,0.15,0.15,0.15,0.15,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,103.02,103.02,8.0,8.0,8.0,-267.999494,101.0,102.487,102.487,101.1,4.091,4.091,4.091,4.091,4.091,4.091,4.091,4.091,4.091,20.39,101.1,9.1,0.7,4.049,4.049,4.049,4.049,4.049,4.049,4.049,4.049,4.049,103.3,103.3,97.5,102.01,102.01,100.49,100.49,62.08,102.433,102.433,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,98.3,98.3,0.055567,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,49.0,96.0,0.317,0.317,8.0,8.0,8.0,8.0,8.0,8.0
0.358847,0.153923,25.14974,0.154207,0.153589,0.041575,0.079478,0.048465,382.291604,5.35,5.35,5.35,0.798,15.58,5.35,5.35,5.35,100.9,0.0021,0.0021,0.0021,0.0021,5.35,5.35,5.35,100.8,0.038076,14.08,101.0,100.8,100.9,0.0022,0.0022,0.0022,0.0022,0.729,0.057,0.465365,101.0,101.0,0.02079,0.057,100.9,4.116,4.116,4.116,4.116,4.116,4.116,4.116,4.116,4.116,0.229274,3.08,0.331,101.1,0.833,0.331,0.277371,102.26,102.26,0.15,0.15,0.157,0.157,0.16,0.16,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,101.86,101.86,8.0,8.0,8.0,-287.994831,100.9,101.917,101.917,101.1,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,4.14,20.72,101.0,9.3,1.8,4.099,4.099,4.099,4.099,4.099,4.099,4.099,4.099,4.099,102.2,102.2,97.0,101.46,101.46,99.51,99.51,56.7,101.767,101.767,4.146,4.146,4.146,4.146,4.146,4.146,4.146,4.146,4.146,97.22,97.22,0.052094,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,49.0,95.5,0.275,0.275,8.0,8.0,8.0,8.0,8.0,8.0
0.388751,0.153923,25.214437,0.154207,0.153589,0.041575,0.079478,0.048465,415.839594,5.77,5.77,5.77,0.708,15.576,5.77,5.77,5.77,101.7,0.0019,0.0019,0.0019,0.0019,5.77,5.77,5.77,101.7,0.038076,14.417,101.8,101.7,101.7,0.0019,0.0019,0.0019,0.0019,0.696,0.086,0.401324,101.8,101.9,0.024255,0.083,101.8,3.934,3.934,3.934,3.934,3.934,3.934,3.934,3.934,3.934,0.152849,3.949,0.169,101.9,0.738,0.169,0.302974,96.21,96.21,12.54,12.54,12.553,12.553,12.56,12.56,-98.9,-98.9,-98.9,-98.9,-98.9,-98.9,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,95.41,95.41,7.96,7.96,7.96,-282.075314,101.8,95.3,95.3,102.0,3.939,3.939,3.939,3.939,3.939,3.939,3.939,3.939,3.939,20.26,101.9,9.1,0.6,3.913,3.913,3.913,3.913,3.913,3.913,3.913,3.913,3.913,97.26,97.26,97.5,94.537,94.537,93.5,93.5,62.25,96.263,96.263,3.964,3.964,3.964,3.964,3.964,3.964,3.964,3.964,3.964,91.72,91.72,0.045148,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,49.0,96.0,0.312,0.31,7.97,7.97,7.97,7.963,7.963,7.963
0.388751,0.153923,25.55542,0.154207,0.153589,0.041575,0.079478,0.048465,389.948993,5.79,5.79,5.79,0.712,15.707,5.79,5.79,5.79,102.0,0.0019,0.0019,0.0019,0.0019,5.79,5.79,5.79,102.0,0.038076,14.252,102.1,101.9,101.8,0.0019,0.0019,0.0019,0.0019,0.696,0.091,0.409863,101.9,102.1,0.024255,0.092,102.0,3.935,3.935,3.935,3.935,3.935,3.935,3.935,3.935,3.935,0.229274,3.63,0.163,102.0,0.696,0.163,0.311509,95.43,95.43,12.58,12.58,12.58,12.58,12.58,12.58,-98.9,-98.9,-98.9,-98.9,-98.9,-98.9,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,94.54,94.54,7.96,7.96,7.96,-273.4167,101.7,94.85,94.85,101.9,3.939,3.939,3.939,3.939,3.939,3.939,3.939,3.939,3.939,20.38,101.9,9.1,0.7,3.913,3.913,3.913,3.913,3.913,3.913,3.913,3.913,3.913,96.53,96.53,97.5,94.007,94.007,92.64,92.64,61.42,95.883,95.883,3.961,3.961,3.961,3.961,3.961,3.961,3.961,3.961,3.961,90.74,90.74,0.045148,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,49.0,96.0,0.315,0.315,7.96,7.96,7.96,7.96,7.96,7.96
0.388751,0.153923,25.690918,0.154207,0.153589,0.03811,0.079478,0.048465,357.447402,5.81,5.81,5.81,0.715,15.69,5.813,5.813,5.813,101.8,0.0019,0.0019,0.0019,0.0019,5.82,5.82,5.82,101.7,0.038076,14.475,101.9,101.7,101.8,0.0019,0.0019,0.0019,0.0019,0.676,0.073,0.401324,101.9,101.9,0.02079,0.073,101.8,3.931,3.931,3.931,3.931,3.931,3.931,3.931,3.931,3.931,0.229274,3.747,0.155,101.9,0.71,0.155,0.307242,95.28,95.28,12.58,12.58,12.58,12.58,12.58,12.58,-98.9,-98.9,-98.9,-98.9,-98.9,-98.9,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,94.46,94.46,7.96,7.96,7.96,-348.840574,101.9,94.693,94.693,102.0,3.936,3.936,3.936,3.936,3.936,3.936,3.936,3.936,3.936,20.3,101.9,9.1,0.9,3.909,3.909,3.909,3.909,3.909,3.909,3.909,3.909,3.909,96.43,96.43,97.5,93.86,93.86,92.44,92.44,61.85,95.77,95.77,3.958,3.958,3.958,3.958,3.958,3.958,3.958,3.958,3.958,90.56,90.56,0.045148,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,0.00072,49.0,96.0,0.305,0.305,7.96,7.96,7.96,7.96,7.96,7.96
0.397295,0.153923,25.761312,0.154207,0.153589,0.041575,0.079478,0.048465,-254.325744,5.85,5.85,5.85,0.718,15.778,5.857,5.857,5.857,101.9,0.0018,0.0018,0.0018,0.0018,5.86,5.86,5.86,101.8,0.038076,14.109,102.0,101.8,101.8,0.0019,0.0019,0.0019,0.0019,0.732,0.121,0.401324,102.0,102.0,-0.017325,0.122,101.9,3.926,3.926,3.926,3.926,3.926,3.926,3.926,3.926,3.926,0.229274,4.628,0.199,102.0,0.607,0.199,0.302974,94.91,94.91,12.58,12.58,12.58,12.58,12.58,12.58,-98.9,-98.9,-98.9,-98.9,-98.9,-98.9,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,94.01,94.01,7.96,7.96,7.96,-262.132963,101.8,94.487,94.487,102.0,3.933,3.933,3.933,3.933,3.933,3.933,3.933,3.933,3.933,20.82,102.0,9.2,1.1,3.906,3.906,3.906,3.906,3.906,3.906,3.906,3.906,3.906,95.98,95.98,97.0,93.517,93.517,92.05,92.05,67.38,95.383,95.383,3.955,3.955,3.955,3.955,3.955,3.955,3.955,3.955,3.955,90.23,90.23,0.048621,0.00066,0.00066,0.00066,0.00066,0.00066,0.00066,0.00066,0.00066,0.00066,0.00066,0.00066,0.00066,0.00066,0.00066,0.00066,49.0,95.5,0.311,0.311,7.97,7.97,7.97,7.963,7.963,7.963
0.363119,0.153923,25.408936,0.154207,0.153589,0.03811,0.079478,0.045003,-341.269918,5.24,5.24,5.24,0.718,15.764,5.24,5.24,5.24,100.2,0.002,0.002,0.002,0.002,5.24,5.24,5.24,100.1,0.034614,14.085,100.2,100.2,100.2,0.002,0.002,0.002,0.002,0.756,0.12,0.435479,100.3,100.3,-0.017325,0.121,100.3,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,0.229274,4.614,0.201,100.4,0.617,0.278,0.298707,103.23,103.23,0.16,0.16,0.163,0.163,0.17,0.17,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,103.1,103.1,8.0,8.0,8.0,-286.097238,100.2,100.487,100.487,100.4,4.173,4.173,4.173,4.173,4.173,4.173,4.173,4.173,4.173,20.83,100.3,9.6,1.0,4.118,4.118,4.118,4.118,4.118,4.118,4.118,4.118,4.118,103.1,103.1,98.0,100.157,100.157,101.0,101.0,67.47,100.307,100.307,4.129,4.129,4.129,4.129,4.129,4.129,4.129,4.129,4.129,98.9,98.9,0.055567,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,0.00064,49.0,99.5,0.311,0.311,8.0,8.0,8.0,8.0,8.0,8.0
0.358847,0.153923,25.378825,0.154207,0.153589,0.041575,0.079478,0.045003,360.323523,5.24,5.24,5.24,0.72,15.737,5.24,5.24,5.24,100.4,0.002,0.002,0.002,0.002,5.24,5.24,5.24,100.3,0.034614,14.347,100.6,100.4,100.4,0.002,0.002,0.002,0.002,0.714,0.098,0.43121,100.5,100.5,0.02079,0.101,100.5,4.141,4.141,4.141,4.141,4.141,4.141,4.141,4.141,4.141,0.229274,4.631,0.208,100.6,0.772,0.208,0.298707,107.55,107.55,0.16,0.16,0.17,0.17,0.18,0.18,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,107.92,107.92,8.0,8.0,8.0,-273.014608,100.5,104.357,104.357,100.7,4.194,4.194,4.194,4.194,4.194,4.194,4.194,4.194,4.194,20.84,100.6,9.6,1.0,4.139,4.139,4.139,4.139,4.139,4.139,4.139,4.139,4.139,106.98,106.98,98.0,104.313,104.313,106.1,106.1,67.44,103.99,103.99,4.151,4.151,4.151,4.151,4.151,4.151,4.151,4.151,4.151,104.15,104.15,0.052094,0.00069,0.00069,0.00069,0.00069,0.00069,0.00069,0.00069,0.00069,0.00069,0.00069,0.00069,0.00069,0.00069,0.00069,0.00069,49.0,99.5,0.318,0.318,8.0,8.0,8.0,8.0,8.0,8.0
0.358847,0.153923,25.173747,0.154207,0.153589,0.045039,0.079478,0.051927,326.024483,5.23,5.23,5.23,0.718,15.736,5.23,5.23,5.23,101.5,0.0021,0.0021,0.0021,0.0021,5.23,5.23,5.23,101.5,0.038076,14.369,101.6,101.5,101.5,0.0022,0.0022,0.0022,0.0022,0.643,0.08,0.435479,101.6,101.7,0.02079,0.079,101.6,4.179,4.179,4.179,4.179,4.179,4.179,4.179,4.179,4.179,0.229274,4.184,0.167,101.6,0.778,0.167,0.298707,104.38,104.38,0.17,0.17,0.173,0.173,0.18,0.18,-0.1,-0.1,-0.1,-0.1,-0.1,-0.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,50.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,30.1,104.32,104.32,8.0,8.0,8.0,-326.877403,101.5,103.25,103.25,101.7,4.233,4.233,4.233,4.233,4.233,4.233,4.233,4.233,4.233,20.13,101.6,9.5,0.9,4.177,4.177,4.177,4.177,4.177,4.177,4.177,4.177,4.177,104.11,104.11,102.5,103.187,103.187,101.98,101.98,62.88,103.027,103.027,4.189,4.189,4.189,4.189,4.189,4.189,4.189,4.189,4.189,99.99,99.99,0.048621,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,49.0,105.5,0.315,0.315,8.0,8.0,8.0,8.0,8.0,8.0
